timestamp,key_hold_time,inter_key_delay,is_backspace,mouse_speed,click_event,session_time_of_day_x,session_time_of_day_y,label,user_id
0.0,0.0688811988195308,0.042282192505067415,0,97.29670889167299,1,0.8492,0.2497,0,user1
1.01,0.08318902184689383,0.058786735481908964,0,89.33750463630608,0,0.8492,0.2497,0,user1
2.01,0.08279041292200137,0.047604054918061904,0,172.36642425365713,0,0.8492,0.2497,0,user1
3.02,0.09010515284806526,0.062093819706866345,0,113.5872473430373,0,0.8492,0.2497,0,user1
4.02,0.07419121865976486,0.05537960003691996,0,76.162472255577,0,0.8492,0.2497,0,user1
5.03,0.07474830192821852,0.07734422159061742,0,51.33378678198723,0,0.8492,0.2497,0,user1
6.04,0.07428619834245859,0.05093765430151947,0,31.806610392272823,0,0.8492,0.2497,0,user1
7.04,0.07075917162252895,0.03593594732818452,1,86.10390907601669,1,0.8492,0.2497,0,user1
8.05,0.05387450987306398,0.04965470343905192,0,57.3094776414709,0,0.8492,0.2497,0,user1
9.05,0.08950369682396903,0.04036984373933874,0,37.33238871206977,0,0.8492,0.2497,0,user1
10.06,0.08816445080951327,0.05977180000813073,0,60.60281347272421,0,0.8492,0.2497,0,user1
11.06,0.0647612400238414,0.05041980064470023,0,47.55355989156815,1,0.8492,0.2497,0,user1
12.07,0.07571953935823766,0.04862728182902184,1,130.61424905217694,0,0.8492,0.2497,0,user1
13.08,0.07257593162880828,0.048758676111183404,0,106.44919270848351,0,0.8492,0.2497,0,user1
14.08,0.07296656198292593,0.05740340817947739,1,79.76082076050147,0,0.8492,0.2497,0,user1
15.09,0.058603793439237606,0.04547537767655331,0,124.39832416670077,0,0.8492,0.2497,0,user1
16.09,0.0737052503907575,0.05777049794903608,0,82.32104922942855,0,0.8492,0.2497,0,user1
17.1,0.08597720466912609,0.06045571168346317,0,54.161473960152094,0,0.8492,0.2497,0,user1
18.11,0.10559488031037793,0.046578582873946194,1,125.69372231808973,0,0.8492,0.2497,0,user1
19.11,0.08394233021879602,0.040739533807885225,0,96.16730131053976,0,0.8492,0.2497,0,user1
20.12,0.0812221916522268,0.044870346823643784,0,48.88261537020631,0,0.8492,0.2497,0,user1
21.12,0.07484564337907547,0.05710109240363954,1,74.28983965749175,0,0.8492,0.2497,0,user1
22.13,0.07399746149894089,0.050924788715510975,0,53.731452398457286,0,0.8492,0.2497,0,user1
23.14,0.08947439821046639,0.05630074938601008,0,38.51600807106992,0,0.8492,0.2497,0,user1
24.14,0.08291034001262182,0.06762937472303229,0,107.78532642594925,0,0.8492,0.2497,0,user1
25.15,0.0736444025972536,0.05230953722945133,0,137.28249921410392,0,0.8492,0.2497,0,user1
26.15,0.06978447805324402,0.04191063108609639,0,38.04297278542576,0,0.8492,0.2497,0,user1
27.16,0.0783824461360248,0.060574235088623765,0,96.88907710071713,0,0.8492,0.2497,0,user1
28.16,0.07466351196157514,0.05051360859479636,0,60.480722926345194,0,0.8492,0.2497,0,user1
29.17,0.07994472137679874,0.058724471576604535,0,65.38623848705912,0,0.8492,0.2497,0,user1
30.18,0.07770549546168043,0.06066198544097738,0,62.228182272833926,0,0.8492,0.2497,0,user1
31.18,0.08389348913256123,0.04040991903573221,1,54.080276909605516,0,0.8492,0.2497,0,user1
32.19,0.06734880886077357,0.06382004604171944,0,81.45564883834481,0,0.8492,0.2497,0,user1
33.19,0.0909199226435767,0.059051219599565594,0,55.07149650766887,1,0.8492,0.2497,0,user1
34.2,0.10778313041552441,0.043960956275154714,0,88.11370477339517,0,0.8492,0.2497,0,user1
35.21,0.09193639724282318,0.05304449119870853,0,78.49285671652589,0,0.8492,0.2497,0,user1
36.21,0.08218638316053863,0.05257207490980107,0,72.8315585940077,0,0.8492,0.2497,0,user1
37.22,0.0888176103894861,0.050239318144658374,0,52.77309013875207,0,0.8492,0.2497,0,user1
38.22,0.06990914657134892,0.05871913988812393,0,62.69686008295002,0,0.8492,0.2497,0,user1
39.23,0.06416705786463113,0.06437356328333527,0,102.66173677477268,0,0.8492,0.2497,0,user1
40.24,0.08773700416833682,0.050073063727406324,0,95.02751562873142,0,0.8492,0.2497,0,user1
41.24,0.07461858338337041,0.06330881327972086,1,50.673342656043474,0,0.8492,0.2497,0,user1
42.25,0.06653321902638654,0.05988202610504112,1,82.97996916287677,0,0.8492,0.2497,0,user1
43.25,0.07119408733952894,0.052322961581764055,0,102.54161370115366,0,0.8492,0.2497,0,user1
44.26,0.06869447695318433,0.05176180922052322,0,29.917841566358845,0,0.8492,0.2497,0,user1
45.26,0.08134428882628023,0.03847434628339985,0,96.30080577139805,0,0.8492,0.2497,0,user1
46.27,0.08582122794713039,0.03499231606792826,0,60.1212872316246,0,0.8492,0.2497,0,user1
47.28,0.08887748459593357,0.05165022798109339,0,97.11796005779478,0,0.8492,0.2497,0,user1
48.28,0.08894332330108762,0.04144071082170632,0,57.102225303724495,0,0.8492,0.2497,0,user1
49.29,0.08754997797244736,0.04960363857960381,0,25.853536980064426,0,0.8492,0.2497,0,user1
50.29,0.07792834109895426,0.044653372581499366,0,31.173726863505124,0,0.8492,0.2497,0,user1
51.3,0.0737652260501504,0.032115034950195034,0,81.44254839984146,0,0.8492,0.2497,0,user1
52.31,0.06491846710452517,0.05357304541936634,0,87.79167505164446,0,0.8492,0.2497,0,user1
53.31,0.09099646975784821,0.04585468194610109,0,52.87050124686775,0,0.8492,0.2497,0,user1
54.32,0.07822267878729346,0.05080198712540815,0,99.15777376332122,0,0.8492,0.2497,0,user1
55.32,0.075896166913137,0.04106879726370777,0,30.154398131931202,0,0.8492,0.2497,0,user1
56.33,0.09179716344700702,0.04665182752605267,0,78.0176060405805,0,0.8492,0.2497,0,user1
57.34,0.07101792060544322,0.0656038014113288,0,43.6695140071263,0,0.8492,0.2497,0,user1
58.34,0.08834795419230429,0.05128551000071081,0,60.444916765935226,0,0.8492,0.2497,0,user1
59.35,0.08296561384328971,0.05549576345062668,0,81.42196013949243,0,0.8492,0.2497,0,user1
60.35,0.06962170123484518,0.0372912819312396,0,54.18759904148143,0,0.8492,0.2497,0,user1
61.36,0.07924196254971815,0.07389035957392463,1,68.46333367310524,0,0.8492,0.2497,0,user1
62.36,0.08972963533755787,0.06843413758320534,0,110.18878427643321,0,0.8492,0.2497,0,user1
63.37,0.08795595463895942,0.06363435490951705,0,62.69324391430554,0,0.8492,0.2497,0,user1
64.38,0.09495434252883474,0.05828765977604875,0,105.07076336195425,0,0.8492,0.2497,0,user1
65.38,0.0833818125199332,0.05015143278259865,1,46.10879436027146,0,0.8492,0.2497,0,user1
66.39,0.11372296253626674,0.05442074016866732,0,95.89412533745849,0,0.8492,0.2497,0,user1
67.39,0.07079609194932625,0.06048019743994952,0,123.247058619737,0,0.8492,0.2497,0,user1
68.4,0.07601361609984798,0.043714302525242936,0,5.850664996181322,0,0.8492,0.2497,0,user1
69.41,0.07939135912525254,0.045555012557808174,0,56.093142335885695,0,0.8492,0.2497,0,user1
70.41,0.06581249541408597,0.033308676409094684,0,97.3121638154162,0,0.8492,0.2497,0,user1
71.42,0.09042491617339421,0.04228180922243245,0,73.90863841871023,0,0.8492,0.2497,0,user1
72.42,0.08903532490625843,0.06661301730608155,0,91.13437620113926,0,0.8492,0.2497,0,user1
73.43,0.0801900033106215,0.046657529088496325,0,61.880444398525384,0,0.8492,0.2497,0,user1
74.44,0.07465583546326494,0.04682153093489417,1,82.597693624187,0,0.8492,0.2497,0,user1
75.44,0.06504946129185664,0.053177670324371186,1,75.32968293823761,0,0.8492,0.2497,0,user1
76.45,0.0721074167130208,0.03387772692825477,0,115.03346184979422,0,0.8492,0.2497,0,user1
77.45,0.08743711283771227,0.05945381690087567,0,87.63262529903639,0,0.8492,0.2497,0,user1
78.46,0.07787838578288374,0.06266406855372875,0,90.12807986225607,0,0.8492,0.2497,0,user1
79.46,0.07573131205960278,0.053772962654604094,0,67.64369101632597,0,0.8492,0.2497,0,user1
80.47,0.08501448331524805,0.0665135098647949,0,65.3718132778252,0,0.8492,0.2497,0,user1
81.48,0.09158186652932028,0.036731682338641033,0,67.02325436541138,1,0.8492,0.2497,0,user1
82.48,0.08257116870056279,0.06843715797751847,0,91.8335642713489,0,0.8492,0.2497,0,user1
83.49,0.08314512895863171,0.042692585967703464,1,67.3704655753921,0,0.8492,0.2497,0,user1
84.49,0.09371862133549777,0.0372008026673687,0,88.69324570689238,0,0.8492,0.2497,0,user1
