timestamp,key_hold_time,inter_key_delay,is_backspace,mouse_speed,click_event,session_time_of_day_x,session_time_of_day_y,label,user_id
0.0,0.03129645164135412,0.09089282378924227,1,358.9701841996168,0,0.5533,0.9582,1,user1
1.01,0.02781701972752956,0.1128944755391405,0,259.68442068348736,1,0.5533,0.9582,1,user1
2.01,0.02714269892209712,0.09492760261803826,0,268.92686944324123,1,0.5533,0.9582,1,user1
3.02,0.047478340172355075,0.09673354539883056,0,404.07708843333194,0,0.5533,0.9582,1,user1
4.03,0.050940829622142234,0.0984221915661732,0,332.6097015635444,1,0.5533,0.9582,1,user1
5.03,0.05853773463016192,0.11855559601081953,1,264.9288066264305,1,0.5533,0.9582,1,user1
6.04,0.02487141180183855,0.1044424473525167,1,254.27436627722994,1,0.5533,0.9582,1,user1
7.05,0.05359354884126817,0.11738032094348955,1,293.61129662887777,0,0.5533,0.9582,1,user1
8.05,0.03217187100301282,0.09202578905870767,1,335.47437444116616,0,0.5533,0.9582,1,user1
9.06,0.0338063183111756,0.0948719200997073,1,510.80898389431354,0,0.5533,0.9582,1,user1
10.07,0.0527350816137597,0.10071229215442945,1,270.80198828928013,0,0.5533,0.9582,1,user1
11.07,0.04205401802601534,0.10995705015994343,0,297.1024649038564,0,0.5533,0.9582,1,user1
12.08,0.059799082590246584,0.11689212113982325,0,357.5090411822937,1,0.5533,0.9582,1,user1
13.09,0.04036420823479721,0.09632933837998635,1,225.51619558325757,0,0.5533,0.9582,1,user1
14.09,0.046961834866530584,0.10014860218117592,0,121.03202049301856,0,0.5533,0.9582,1,user1
15.1,0.05269772308348851,0.11105747447074034,0,443.9577791283145,0,0.5533,0.9582,1,user1
16.11,0.032822811413394604,0.1005560234151191,1,481.5377641947854,1,0.5533,0.9582,1,user1
17.11,0.038034404836581374,0.10312891962328755,0,420.9938937636575,0,0.5533,0.9582,1,user1
18.12,0.045192835259283325,0.09509003676735811,1,164.55934908306492,0,0.5533,0.9582,1,user1
19.13,0.04512641189080919,0.08260770351982044,1,342.54786504461754,0,0.5533,0.9582,1,user1
20.14,0.04120209955939833,0.08517376571871306,0,354.41112326778244,0,0.5533,0.9582,1,user1
21.14,0.03427121450992561,0.08090299687531678,0,181.87951236270698,0,0.5533,0.9582,1,user1
22.15,0.04555458924826884,0.08297718212782229,0,347.20250675374314,1,0.5533,0.9582,1,user1
23.16,0.049355031306290806,0.09856989011142767,1,173.06272304078854,0,0.5533,0.9582,1,user1
24.16,0.05345457583423207,0.09752553719273449,0,438.0670133076411,0,0.5533,0.9582,1,user1
25.17,0.05670976348134135,0.09578701765160567,1,413.4011687777633,0,0.5533,0.9582,1,user1
26.18,0.04904139179485699,0.11200585927620955,0,388.8895759248549,1,0.5533,0.9582,1,user1
27.18,0.044847155222101864,0.08774234812950296,0,326.77799108768403,1,0.5533,0.9582,1,user1
28.19,0.0621276136060296,0.12426480296790542,0,123.29985762202287,0,0.5533,0.9582,1,user1
29.2,0.02146352478768204,0.09574576390858698,1,567.7255821182534,1,0.5533,0.9582,1,user1
30.2,0.05364645538841874,0.09702298046230355,0,374.8640421757729,1,0.5533,0.9582,1,user1
31.21,0.039318422540726136,0.0814499499605276,0,261.9698337184045,0,0.5533,0.9582,1,user1
32.22,0.056197327261836856,0.09666684174664117,0,303.63749110914574,0,0.5533,0.9582,1,user1
33.22,0.0527997604243304,0.10841040274096274,0,217.1732753503545,1,0.5533,0.9582,1,user1
34.23,0.054005085949573844,0.09615516929478635,0,391.34551043851957,0,0.5533,0.9582,1,user1
35.24,0.03585275771432617,0.11809075593885854,1,69.21003788710073,0,0.5533,0.9582,1,user1
36.24,0.05047349860844848,0.10929124297137428,0,346.3991311311547,1,0.5533,0.9582,1,user1
37.25,0.03210428610563114,0.09653773424657568,0,165.47148510550937,0,0.5533,0.9582,1,user1
38.26,0.054488858986886046,0.09309284555198546,1,284.1208094167083,1,0.5533,0.9582,1,user1
39.26,0.034280237975526075,0.11356067457308737,0,282.9995137943758,1,0.5533,0.9582,1,user1
40.27,0.028063393277123573,0.09910369203411014,0,300.8398088871171,0,0.5533,0.9582,1,user1
41.28,0.06086209557636044,0.09190058697927986,0,550.8723486104378,0,0.5533,0.9582,1,user1
42.28,0.047676184366490085,0.09614351278526619,0,169.39688926722093,0,0.5533,0.9582,1,user1
43.29,0.0417595709642516,0.10058349656344075,0,151.0504432947581,0,0.5533,0.9582,1,user1
44.3,0.041753621977600505,0.09523286240228297,0,681.4797659819095,0,0.5533,0.9582,1,user1
45.3,0.04870507414216472,0.07954814173485356,1,243.984762135597,1,0.5533,0.9582,1,user1
46.31,0.04191951813837333,0.07864397629540279,1,330.66099298659935,0,0.5533,0.9582,1,user1
47.32,0.04436852496091455,0.08401380117373874,1,266.9273610361033,1,0.5533,0.9582,1,user1
48.32,0.034169378957009056,0.10490981847145411,1,277.589307776138,1,0.5533,0.9582,1,user1
49.33,0.0395207293097582,0.11175836629445624,1,431.201747552041,1,0.5533,0.9582,1,user1
50.34,0.04088867831672842,0.09307607916832547,0,0.0,0,0.5533,0.9582,1,user1
51.34,0.04305111794387013,0.08788857625446121,0,379.37644071905873,0,0.5533,0.9582,1,user1
52.35,0.04364483168997321,0.10140825290414515,1,299.76499970800256,0,0.5533,0.9582,1,user1
53.36,0.03170686258211145,0.08968899545447716,0,197.7518815850512,0,0.5533,0.9582,1,user1
54.36,0.01,0.09454782365280531,0,269.57920185212754,0,0.5533,0.9582,1,user1
55.37,0.039585747479121115,0.10561122341452059,0,291.8041332982676,1,0.5533,0.9582,1,user1
56.38,0.0349340643896113,0.08947034566929693,0,309.90415182173126,0,0.5533,0.9582,1,user1
57.39,0.038092936140571375,0.09703429148446507,0,356.6285659532489,0,0.5533,0.9582,1,user1
58.39,0.06155053117176139,0.09272162644120792,0,145.38758818618564,1,0.5533,0.9582,1,user1
59.4,0.04566879551583632,0.11250087695871457,0,432.632766339019,1,0.5533,0.9582,1,user1
60.41,0.034046418140552696,0.0868541818146575,0,354.83371183891796,0,0.5533,0.9582,1,user1
61.41,0.03679657806449888,0.10103595974473299,1,316.8128905980096,1,0.5533,0.9582,1,user1
62.42,0.02881252053700993,0.10242911768626106,0,387.1721452266913,0,0.5533,0.9582,1,user1
63.43,0.04186055387922078,0.1088779153517153,0,214.79698452115286,0,0.5533,0.9582,1,user1
64.43,0.03545059077139472,0.1114996415183469,1,402.9250809881861,1,0.5533,0.9582,1,user1
65.44,0.035660813856759795,0.09789541585350518,0,240.9750391937575,0,0.5533,0.9582,1,user1
66.45,0.06208297118593103,0.09786044190261721,1,298.5801680658503,0,0.5533,0.9582,1,user1
67.45,0.051068021434310246,0.09418719256764474,0,116.23878461881387,0,0.5533,0.9582,1,user1
68.46,0.028313688829116283,0.11506281090024136,0,340.8908016667323,0,0.5533,0.9582,1,user1
69.47,0.0370927335326465,0.08770460315389267,1,213.84189561575738,1,0.5533,0.9582,1,user1
70.47,0.026279518147229328,0.11014175546532984,1,144.4557803016382,1,0.5533,0.9582,1,user1
71.48,0.039505895677947905,0.11424534515188296,0,325.9379308225231,0,0.5533,0.9582,1,user1
72.49,0.04684930298388659,0.10385217575555354,0,198.9298298619317,1,0.5533,0.9582,1,user1
73.49,0.042988373407194344,0.0952363392905776,0,357.79119509702065,1,0.5533,0.9582,1,user1
74.5,0.03471614859839,0.09903141649377986,0,234.44668140409874,0,0.5533,0.9582,1,user1
75.51,0.0372987339148727,0.08776825067395183,1,528.7637471885835,1,0.5533,0.9582,1,user1
76.51,0.03560081357626325,0.092872581239507,0,350.3731176719539,1,0.5533,0.9582,1,user1
77.52,0.04619177805999766,0.11400987329480822,0,345.06564527671964,0,0.5533,0.9582,1,user1
78.53,0.0401514996762291,0.09246276908419082,0,175.0083887948046,1,0.5533,0.9582,1,user1
79.53,0.04415899017979554,0.10150035463291981,0,276.21482332568274,0,0.5533,0.9582,1,user1
80.54,0.055281969565336146,0.10750066873690006,0,60.74571803049923,1,0.5533,0.9582,1,user1
81.55,0.04823317041933668,0.09879944654131147,0,338.2260478655818,0,0.5533,0.9582,1,user1
82.55,0.03322583630668333,0.11706669263414213,0,195.67453217016586,1,0.5533,0.9582,1,user1
83.56,0.023978514544248347,0.09055817290275349,0,139.00233044907222,0,0.5533,0.9582,1,user1
84.57,0.04544415966217696,0.08993232448433264,0,510.7432029324337,1,0.5533,0.9582,1,user1
85.57,0.016688098066388414,0.08405566619786362,1,224.95350058714297,0,0.5533,0.9582,1,user1
86.58,0.04281433184533035,0.10347975302503597,0,376.6542185952531,0,0.5533,0.9582,1,user1
87.59,0.05774519214172518,0.0910028237820491,1,279.03693385427385,0,0.5533,0.9582,1,user1
88.59,0.0349154783364287,0.09052444753329905,0,115.50342724305767,0,0.5533,0.9582,1,user1
89.6,0.05614861624106576,0.09883650195894096,1,336.04086464098424,1,0.5533,0.9582,1,user1
90.61,0.03735060319098665,0.10344123292431048,0,373.94023712027865,0,0.5533,0.9582,1,user1
91.61,0.03518200171540937,0.08202621130577768,0,262.10753884794036,0,0.5533,0.9582,1,user1
92.62,0.06705642407757076,0.09505413331120943,0,233.43815248263735,0,0.5533,0.9582,1,user1
93.63,0.02733668212224108,0.11779657487903503,1,374.2092840993993,0,0.5533,0.9582,1,user1
