timestamp,key_hold_time,inter_key_delay,is_backspace,mouse_speed,click_event,session_time_of_day_x,session_time_of_day_y
1.1114605116500003,0.1662540366184359,0.2,0,820.4226721640501,0,0.0833,0.75
2.1028869162023005,0.17652806425490203,0.2,0,559.2933391567909,0,0.0833,0.75
3.30217051234818,0.20535874936088766,0.8,1,28.88096673879311,0,0.0833,0.75
3.996739760554181,0.1846814965028613,1.2,0,1805.4405665123259,0,0.0833,0.75
5.2716934245632565,0.1160247116930804,0.05,1,24.656945063182235,0,0.0833,0.75
6.479586865744069,0.06562971267856313,1.2,0,667.6598681480368,1,0.0833,0.75
7.344666879513955,0.09606709005332104,0.05,0,5.082891947939859,1,0.0833,0.75
8.816764329544776,0.2468136752868511,0.2,0,365.5547129249094,1,0.0833,0.75
9.409732706167084,0.14465585785037138,0.8,1,1325.357644861926,0,0.0833,0.75
10.323502961318844,0.19389800597562645,0.8,0,832.1958519094818,1,0.0833,0.75
10.884566712946528,0.18915032620536337,1.2,0,721.4282119085898,0,0.0833,0.75
11.683841774661888,0.10955839271912814,1.2,0,114.52379313194488,0,0.0833,0.75
13.179884232889403,0.21425086157330075,1.2,0,569.2104836847634,0,0.0833,0.75
14.6012330658886,0.18582719298952355,0.05,0,567.2149951610169,0,0.0833,0.75
15.553805122233031,0.09493372389995297,0.2,0,681.5725273300468,0,0.0833,0.75
16.97307993197669,0.19662956030677553,0.8,0,756.092293309659,0,0.0833,0.75
17.764469112597794,0.15949774709751557,1.2,0,817.9212424463933,0,0.0833,0.75
18.824889716137413,0.08709373769580628,0.8,1,268.75438044094926,0,0.0833,0.75
19.784057341394185,0.23072217539987955,0.8,0,420.39761845562333,1,0.0833,0.75
20.302262890024767,0.14087598452471678,1.2,0,24.841332080938745,0,0.0833,0.75
21.75100115563837,0.09871021657257571,0.2,0,4.269699134110157,0,0.0833,0.75
22.56179876648904,0.23323935924433986,0.8,0,41.49391642647106,1,0.0833,0.75
23.90339840454383,0.0642592470524252,1.2,0,193.5320927235021,0,0.0833,0.75
24.42579575018833,0.1944967077304443,0.8,1,423.40507688763205,1,0.0833,0.75
25.506813526346757,0.11554123066556164,0.05,1,717.8779538078701,0,0.0833,0.75
26.610978639308566,0.06468077171510754,0.2,0,246.44024130772445,0,0.0833,0.75
27.95921353073217,0.24997621941075732,1.2,0,422.20912310782916,0,0.0833,0.75
28.774078048608068,0.17240139399949506,0.05,1,684.3823936617106,0,0.0833,0.75
30.21781460750612,0.12959478144504147,0.2,1,1157.747935466118,1,0.0833,0.75
31.45873988896289,0.08872794682711185,0.2,0,1578.881329873958,0,0.0833,0.75
