timestamp,key_hold_time,inter_key_delay,is_backspace,mouse_speed,click_event,session_time_of_day_x,session_time_of_day_y
0.05,0.0571,0.7,1,1287.11,1,0.75,0.75
0.12,0.0614,0.02,1,1088.99,1,0.75,0.75
0.2,0.0433,0.4,0,1333.21,1,0.75,0.75
0.27,0.0635,0.1,1,1111.66,0,0.75,0.75
0.35,0.05,0.02,1,1199.45,1,0.75,0.75
0.42,0.0673,0.02,0,1367.77,1,0.75,0.75
0.5,0.0444,0.4,1,1234.55,0,0.75,0.75
0.57,0.0607,0.1,1,1000.32,1,0.75,0.75
0.65,0.0589,0.02,1,1103.14,1,0.75,0.75
0.73,0.0531,0.02,0,950.11,0,0.75,0.75
0.81,0.0644,0.7,1,1265.73,1,0.75,0.75
0.88,0.0629,0.1,0,1322.89,1,0.75,0.75
0.96,0.0457,0.02,1,1056.78,1,0.75,0.75
1.03,0.0595,0.02,1,1204.34,1,0.75,0.75
1.11,0.0492,0.4,1,1134.67,0,0.75,0.75
1.18,0.0601,0.02,1,1289.44,1,0.75,0.75
