event,key,key_hold_time,timestamp,inter_key_delay,is_backspace,session_time_of_day,user_id,session_id
release,Key.enter,0.0,1749912898.014,,,,user1,s1
press,m,,1749912899.516,0.0,0.0,0.8507,user1,s1
release,m,0.059,1749912899.575,,,,user1,s1
press,y,,1749912899.799,0.282,0.0,0.8507,user1,s1
release,y,0.058,1749912899.857,,,,user1,s1
press,Key.space,,1749912899.894,0.096,0.0,0.8507,user1,s1
release,Key.space,0.056,1749912899.95,,,,user1,s1
press,n,,1749912900.454,0.56,0.0,0.8507,user1,s1
release,n,0.063,1749912900.517,,,,user1,s1
press,a,,1749912900.618,0.164,0.0,0.8507,user1,s1
release,a,0.028,1749912900.646,,,,user1,s1
press,m,,1749912900.737,0.119,0.0,0.8507,user1,s1
release,m,0.067,1749912900.804,,,,user1,s1
press,e,,1749912900.987,0.25,0.0,0.8507,user1,s1
release,e,0.056,1749912901.043,,,,user1,s1
press,Key.space,,1749912901.132,0.145,0.0,0.8507,user1,s1
release,Key.space,0.057,1749912901.189,,,,user1,s1
press,i,,1749912901.556,0.424,0.0,0.8507,user1,s1
release,i,0.066,1749912901.623,,,,user1,s1
press,s,,1749912901.952,0.395,0.0,0.8507,user1,s1
release,s,0.07,1749912902.022,,,,user1,s1
press,Key.space,,1749912902.11,0.159,0.0,0.8507,user1,s1
release,Key.space,0.059,1749912902.169,,,,user1,s1
press,d,,1749912902.321,0.21,0.0,0.8507,user1,s1
release,d,0.062,1749912902.382,,,,user1,s1
press,i,,1749912902.51,0.19,0.0,0.8507,user1,s1
release,i,0.07,1749912902.58,,,,user1,s1
press,v,,1749912902.803,0.293,0.0,0.8507,user1,s1
release,v,0.059,1749912902.862,,,,user1,s1
press,y,,1749912903.032,0.23,0.0,0.8507,user1,s1
release,y,0.062,1749912903.094,,,,user1,s1
press,a,,1749912903.195,0.163,0.0,0.8507,user1,s1
release,a,0.058,1749912903.253,,,,user1,s1
press,n,,1749912903.338,0.143,0.0,0.8507,user1,s1
release,n,0.064,1749912903.401,,,,user1,s1
press,s,,1749912903.512,0.174,0.0,0.8507,user1,s1
release,s,0.055,1749912903.567,,,,user1,s1
press,h,,1749912903.688,0.176,0.0,0.8507,user1,s1
release,h,0.059,1749912903.747,,,,user1,s1
press,Key.space,,1749912903.884,0.196,0.0,0.8507,user1,s1
release,Key.space,0.066,1749912903.95,,,,user1,s1
press,s,,1749912904.053,0.169,0.0,0.8507,user1,s1
release,s,0.069,1749912904.122,,,,user1,s1
press,i,,1749912904.209,0.157,0.0,0.8507,user1,s1
release,i,0.06,1749912904.269,,,,user1,s1
press,n,,1749912904.388,0.179,0.0,0.8507,user1,s1
release,n,0.059,1749912904.447,,,,user1,s1
press,g,,1749912904.654,0.266,0.0,0.8507,user1,s1
release,g,0.057,1749912904.711,,,,user1,s1
press,h,,1749912904.823,0.169,0.0,0.8507,user1,s1
release,h,0.062,1749912904.884,,,,user1,s1
press,Key.space,,1749912905.561,0.738,0.0,0.8508,user1,s1
release,Key.space,0.052,1749912905.613,,,,user1,s1
press,",",,1749912905.835,0.274,0.0,0.8508,user1,s1
release,",",0.035,1749912905.869,,,,user1,s1
press,Key.space,,1749912906.004,0.169,0.0,0.8508,user1,s1
release,Key.space,0.052,1749912906.056,,,,user1,s1
press,i,,1749912906.375,0.371,0.0,0.8508,user1,s1
release,i,0.055,1749912906.43,,,,user1,s1
press,Key.space,,1749912906.557,0.181,0.0,0.8508,user1,s1
release,Key.space,0.062,1749912906.619,,,,user1,s1
press,a,,1749912906.665,0.108,0.0,0.8508,user1,s1
release,a,0.066,1749912906.73,,,,user1,s1
press,m,,1749912906.78,0.116,0.0,0.8508,user1,s1
release,m,0.055,1749912906.835,,,,user1,s1
press,Key.space,,1749912906.966,0.186,0.0,0.8508,user1,s1
release,Key.space,0.051,1749912907.017,,,,user1,s1
press,a,,1749912907.171,0.206,0.0,0.8508,user1,s1
release,a,0.06,1749912907.231,,,,user1,s1
press,Key.space,,1749912907.302,0.13,0.0,0.8508,user1,s1
release,Key.space,0.057,1749912907.359,,,,user1,s1
press,s,,1749912907.532,0.231,0.0,0.8508,user1,s1
release,s,0.063,1749912907.596,,,,user1,s1
press,t,,1749912907.837,0.304,0.0,0.8508,user1,s1
release,t,0.065,1749912907.901,,,,user1,s1
press,u,,1749912908.02,0.183,0.0,0.8508,user1,s1
release,u,0.067,1749912908.086,,,,user1,s1
press,d,,1749912908.233,0.213,0.0,0.8508,user1,s1
release,d,0.064,1749912908.297,,,,user1,s1
press,e,,1749912908.41,0.177,0.0,0.8508,user1,s1
release,e,0.053,1749912908.463,,,,user1,s1
press,n,,1749912908.582,0.172,0.0,0.8508,user1,s1
release,n,0.053,1749912908.635,,,,user1,s1
press,t,,1749912908.764,0.182,0.0,0.8508,user1,s1
release,t,0.058,1749912908.821,,,,user1,s1
press,Key.space,,1749912908.877,0.113,0.0,0.8508,user1,s1
release,Key.space,0.055,1749912908.932,,,,user1,s1
press,o,,1749912909.142,0.265,0.0,0.8508,user1,s1
release,o,0.058,1749912909.201,,,,user1,s1
press,d,,1749912909.334,0.191,0.0,0.8508,user1,s1
release,d,0.048,1749912909.382,,,,user1,s1
press,Key.backspace,,1749912909.933,0.599,1.0,0.8508,user1,s1
release,Key.backspace,0.056,1749912909.99,,,,user1,s1
press,Key.space,,1749912910.281,0.348,0.0,0.8508,user1,s1
release,Key.space,0.015,1749912910.296,,,,user1,s1
press,o,,1749912911.761,1.48,0.0,0.8508,user1,s1
release,o,0.058,1749912911.819,,,,user1,s1
press,f,,1749912911.982,0.22,0.0,0.8508,user1,s1
release,f,0.056,1749912912.038,,,,user1,s1
press,Key.space,,1749912912.126,0.144,0.0,0.8508,user1,s1
release,Key.space,0.048,1749912912.174,,,,user1,s1
press,s,,1749912913.623,1.497,0.0,0.8508,user1,s1
release,s,0.079,1749912913.702,,,,user1,s1
press,e,,1749912913.841,0.217,0.0,0.8508,user1,s1
release,e,0.052,1749912913.893,,,,user1,s1
press,c,,1749912914.261,0.421,0.0,0.8509,user1,s1
release,c,0.077,1749912914.339,,,,user1,s1
press,o,,1749912914.461,0.2,0.0,0.8509,user1,s1
release,o,0.064,1749912914.526,,,,user1,s1
press,n,,1749912914.659,0.198,0.0,0.8509,user1,s1
release,n,0.058,1749912914.717,,,,user1,s1
press,f,,1749912914.91,0.251,0.0,0.8509,user1,s1
release,f,0.056,1749912914.967,,,,user1,s1
press,Key.backspace,,1749912915.552,0.642,1.0,0.8509,user1,s1
release,Key.backspace,0.06,1749912915.612,,,,user1,s1
press,d,,1749912915.753,0.201,0.0,0.8509,user1,s1
release,d,0.065,1749912915.819,,,,user1,s1
press,Key.space,,1749912915.915,0.162,0.0,0.8509,user1,s1
release,Key.space,0.054,1749912915.969,,,,user1,s1
press,y,,1749912916.249,0.334,0.0,0.8509,user1,s1
release,y,0.068,1749912916.316,,,,user1,s1
press,e,,1749912916.442,0.194,0.0,0.8509,user1,s1
release,e,0.062,1749912916.504,,,,user1,s1
press,a,,1749912916.654,0.212,0.0,0.8509,user1,s1
release,a,0.063,1749912916.717,,,,user1,s1
press,r,,1749912916.848,0.194,0.0,0.8509,user1,s1
release,r,0.057,1749912916.905,,,,user1,s1
press,Key.space,,1749912917.039,0.191,0.0,0.8509,user1,s1
release,Key.space,0.053,1749912917.092,,,,user1,s1
press,a,,1749912917.188,0.148,0.0,0.8509,user1,s1
release,a,0.057,1749912917.244,,,,user1,s1
press,t,,1749912917.362,0.175,0.0,0.8509,user1,s1
release,t,0.058,1749912917.42,,,,user1,s1
press,Key.space,,1749912917.545,0.183,0.0,0.8509,user1,s1
release,Key.space,0.053,1749912917.598,,,,user1,s1
press,i,,1749912917.865,0.32,0.0,0.8509,user1,s1
release,i,0.069,1749912917.935,,,,user1,s1
press,i,,1749912918.02,0.155,0.0,0.8509,user1,s1
release,i,0.068,1749912918.088,,,,user1,s1
press,t,,1749912918.175,0.154,0.0,0.8509,user1,s1
release,t,0.053,1749912918.228,,,,user1,s1
press,Key.space,,1749912918.393,0.219,0.0,0.8509,user1,s1
release,Key.space,0.056,1749912918.449,,,,user1,s1
press,k,,1749912918.661,0.268,0.0,0.8509,user1,s1
release,k,0.055,1749912918.716,,,,user1,s1
press,a,,1749912918.786,0.124,0.0,0.8509,user1,s1
release,a,0.058,1749912918.844,,,,user1,s1
press,n,,1749912918.937,0.152,0.0,0.8509,user1,s1
release,n,0.047,1749912918.984,,,,user1,s1
press,p,,1749912919.265,0.327,0.0,0.8509,user1,s1
release,p,0.076,1749912919.341,,,,user1,s1
press,u,,1749912919.557,0.293,0.0,0.8509,user1,s1
release,u,0.062,1749912919.62,,,,user1,s1
press,r,,1749912919.818,0.261,0.0,0.8509,user1,s1
release,r,0.054,1749912919.872,,,,user1,s1
press,Key.space,,1749912919.948,0.129,0.0,0.8509,user1,s1
release,Key.space,0.054,1749912920.001,,,,user1,s1
press,i,,1749912920.172,0.224,0.0,0.8509,user1,s1
release,i,0.064,1749912920.236,,,,user1,s1
press,n,,1749912920.375,0.204,0.0,0.8509,user1,s1
release,n,0.036,1749912920.412,,,,user1,s1
press,Key.space,,1749912920.553,0.178,0.0,0.8509,user1,s1
release,Key.space,0.049,1749912920.602,,,,user1,s1
press,c,,1749912920.731,0.178,0.0,0.8509,user1,s1
release,c,0.064,1749912920.794,,,,user1,s1
press,i,,1749912920.925,0.195,0.0,0.8509,user1,s1
release,i,0.052,1749912920.977,,,,user1,s1
press,v,,1749912921.121,0.196,0.0,0.8509,user1,s1
release,v,0.059,1749912921.18,,,,user1,s1
press,i,,1749912921.259,0.138,0.0,0.8509,user1,s1
release,i,0.056,1749912921.315,,,,user1,s1
press,l,,1749912921.681,0.422,0.0,0.8509,user1,s1
release,l,0.045,1749912921.726,,,,user1,s1
press,Key.space,,1749912921.9,0.219,0.0,0.8509,user1,s1
release,Key.space,0.045,1749912921.945,,,,user1,s1
press,e,,1749912922.128,0.228,0.0,0.8509,user1,s1
release,e,0.056,1749912922.185,,,,user1,s1
press,n,,1749912922.357,0.228,0.0,0.8509,user1,s1
release,n,0.042,1749912922.398,,,,user1,s1
press,g,,1749912922.689,0.332,0.0,0.8509,user1,s1
release,g,0.055,1749912922.744,,,,user1,s1
press,i,,1749912922.974,0.285,0.0,0.8509,user1,s1
release,i,0.06,1749912923.034,,,,user1,s1
press,n,,1749912923.243,0.269,0.0,0.851,user1,s1
release,n,0.046,1749912923.289,,,,user1,s1
press,e,,1749912923.476,0.232,0.0,0.851,user1,s1
release,e,0.058,1749912923.534,,,,user1,s1
press,e,,1749912923.626,0.15,0.0,0.851,user1,s1
release,e,0.068,1749912923.694,,,,user1,s1
press,r,,1749912923.81,0.184,0.0,0.851,user1,s1
release,r,0.067,1749912923.877,,,,user1,s1
press,i,,1749912923.984,0.174,0.0,0.851,user1,s1
release,i,0.058,1749912924.042,,,,user1,s1
press,n,,1749912924.167,0.182,0.0,0.851,user1,s1
release,n,0.062,1749912924.228,,,,user1,s1
press,g,,1749912924.377,0.21,0.0,0.851,user1,s1
release,g,0.07,1749912924.447,,,,user1,s1
press,Key.space,,1749912924.492,0.115,0.0,0.851,user1,s1
release,Key.space,0.064,1749912924.556,,,,user1,s1
press,d,,1749912924.847,0.355,0.0,0.851,user1,s1
release,d,0.057,1749912924.904,,,,user1,s1
press,e,,1749912925.023,0.176,0.0,0.851,user1,s1
release,e,0.063,1749912925.086,,,,user1,s1
press,p,,1749912925.318,0.295,0.0,0.851,user1,s1
release,p,0.06,1749912925.377,,,,user1,s1
press,a,,1749912925.435,0.117,0.0,0.851,user1,s1
release,a,0.062,1749912925.497,,,,user1,s1
press,r,,1749912925.724,0.289,0.0,0.851,user1,s1
release,r,0.063,1749912925.787,,,,user1,s1
press,t,,1749912925.971,0.247,0.0,0.851,user1,s1
release,t,0.064,1749912926.035,,,,user1,s1
press,m,,1749912926.238,0.267,0.0,0.851,user1,s1
release,m,0.06,1749912926.298,,,,user1,s1
press,e,,1749912926.439,0.201,0.0,0.851,user1,s1
release,e,0.067,1749912926.505,,,,user1,s1
press,n,,1749912926.587,0.148,0.0,0.851,user1,s1
release,n,0.061,1749912926.648,,,,user1,s1
press,t,,1749912926.775,0.188,0.0,0.851,user1,s1
release,t,0.067,1749912926.842,,,,user1,s1
press,Key.esc,,1749912927.641,0.866,0.0,0.851,user1,s1
release,Key.esc,0.07,1749912927.711,,,,user1,s1
