timestamp,key_hold_time,inter_key_delay,is_backspace,session_time_of_day_x,mouse_speed,click_event,session_time_of_day_y
1750045110.33,0.0,0.0,0.0,0.0,140.9755,0.0,0.3809
1750045110.34,0.0,0.0,0.0,0.0,131.4788,0.0,0.3809
1750045110.36,0.0,0.0,0.0,0.0,64.5983,0.0,0.3809
1750045110.52,0.0,0.0,0.0,0.0,37.3741,0.0,0.3809
1750045110.59,0.0,0.0,0.0,0.0,666.9058,0.0,0.3809
1750045110.6,0.0,0.0,0.0,0.0,286.8645,0.0,0.3809
1750045110.61,0.0,0.0,0.0,0.0,125.424,0.0,0.3809
1750045110.62,0.0,0.0,0.0,0.0,476.436,0.0,0.3809
1750045110.62,0.0,0.0,0.0,0.0,280.4147,0.0,0.3809
1750045110.63,0.0,0.0,0.0,0.0,243.4656,0.0,0.3809
1750045110.64,0.0,0.0,0.0,0.0,250.9981,0.0,0.3809
1750045110.65,0.0,0.0,0.0,0.0,262.7105,0.0,0.3809
1750045110.66,0.0,0.0,0.0,0.0,116.8916,0.0,0.3809
1750045110.66,0.0,0.0,0.0,0.0,378.2173,0.0,0.3809
1750045110.67,0.0,0.0,0.0,0.0,363.6785,0.0,0.3809
1750045110.68,0.0,0.0,0.0,0.0,138.875,0.0,0.3809
1750045110.69,0.0,0.0,0.0,0.0,225.2096,0.0,0.3809
1750045110.74,0.0,0.0,0.0,0.0,20.8279,0.0,0.3809
1750045110.84,0.0,0.0,0.0,0.0,17.8315,0.0,0.3809
1750045110.85,0.0,0.0,0.0,0.0,291.3198,0.0,0.3809
1750045110.86,0.0,0.0,0.0,0.0,448.2284,0.0,0.3809
1750045110.86,0.0,0.0,0.0,0.0,402.6335,0.0,0.3809
1750045110.87,0.0,0.0,0.0,0.0,163.9164,0.0,0.3809
1750045110.88,0.0,0.0,0.0,0.0,125.5103,0.0,0.3809
1750045110.89,0.0,0.0,0.0,0.0,136.4401,0.0,0.3809
1750045110.9,0.0,0.0,0.0,0.0,127.4283,0.0,0.3809
1750045110.9,0.0,0.0,0.0,0.0,124.169,0.0,0.3809
1750045110.94,0.0,0.0,0.0,0.0,42.5446,0.0,0.3809
1750045110.94,0.0,0.0,0.0,0.0,121.6798,0.0,0.3809
1750045110.97,0.0,0.0,0.0,0.0,42.1542,0.0,0.3809
1750045110.98,0.0,0.0,0.0,0.0,61.3875,0.0,0.3809
1750045111.02,0.0,0.0,0.0,0.0,24.92,0.0,0.3809
1750045111.05,0.0,0.0,0.0,0.0,200.6844,0.0,0.3809
1750045111.06,0.0,0.0,0.0,0.0,175.0005,0.0,0.3809
1750045111.07,0.0,0.0,0.0,0.0,291.1675,0.0,0.3809
1750045111.07,0.0,0.0,0.0,0.0,313.8435,0.0,0.3809
1750045111.08,0.0,0.0,0.0,0.0,265.0937,0.0,0.3809
1750045111.09,0.0,0.0,0.0,0.0,355.774,0.0,0.3809
1750045111.1,0.0,0.0,0.0,0.0,445.1018,0.0,0.3809
1750045111.1,0.0,0.0,0.0,0.0,382.5631,0.0,0.3809
1750045111.11,0.0,0.0,0.0,0.0,352.3511,0.0,0.3809
1750045111.12,0.0,0.0,0.0,0.0,452.2643,0.0,0.3809
1750045111.13,0.0,0.0,0.0,0.0,315.8405,0.0,0.3809
1750045111.14,0.0,0.0,0.0,0.0,557.084,0.0,0.3809
1750045111.14,0.0,0.0,0.0,0.0,445.7578,0.0,0.3809
1750045111.15,0.0,0.0,0.0,0.0,605.9624,0.0,0.3809
1750045111.16,0.0,0.0,0.0,0.0,451.588,0.0,0.3809
1750045111.17,0.0,0.0,0.0,0.0,639.903,0.0,0.3809
1750045111.18,0.0,0.0,0.0,0.0,823.1841,0.0,0.3809
1750045111.18,0.0,0.0,0.0,0.0,529.9895,0.0,0.3809
1750045111.19,0.0,0.0,0.0,0.0,356.5855,0.0,0.3809
1750045111.2,0.0,0.0,0.0,0.0,894.5205,0.0,0.3809
1750045111.21,0.0,0.0,0.0,0.0,494.3927,0.0,0.3809
1750045111.22,0.0,0.0,0.0,0.0,756.5671,0.0,0.3809
1750045111.22,0.0,0.0,0.0,0.0,681.0293,0.0,0.3809
1750045111.23,0.0,0.0,0.0,0.0,271.3523,0.0,0.3809
1750045111.24,0.0,0.0,0.0,0.0,845.2969,0.0,0.3809
