timestamp,key_hold_time,inter_key_delay,is_backspace,session_time_of_day_x,mouse_speed,click_event,session_time_of_day_y
1750044103.95,0.116,1.863,0.0,0.3692,0.0,0.0,0.0
1750044116.64,0.105,12.69,0.0,0.3694,0.0,0.0,0.0
1750044117.95,0.124,1.316,0.0,0.3694,0.0,0.0,0.0
1750044118.16,0.111,0.202,0.0,0.3694,0.0,0.0,0.0
1750044118.76,0.14,0.604,0.0,0.3694,0.0,0.0,0.0
1750044119.0,0.093,0.24,0.0,0.3694,0.0,0.0,0.0
1750044119.81,0.085,0.81,0.0,0.3694,0.0,0.0,0.0
1750044120.5,0.132,0.687,0.0,0.3694,0.0,0.0,0.0
1750044120.89,0.099,0.393,0.0,0.3694,0.0,0.0,0.0
1750044121.67,0.061,0.78,0.0,0.3695,0.0,0.0,0.0
1750044121.84,0.07,0.171,0.0,0.3695,0.0,0.0,0.0
1750044122.08,0.115,0.242,0.0,0.3695,0.0,0.0,0.0
1750044122.36,0.112,0.278,0.0,0.3695,0.0,0.0,0.0
1750044122.63,0.168,0.269,0.0,0.3695,0.0,0.0,0.0
1750044123.35,0.069,0.72,0.0,0.3695,0.0,0.0,0.0
1750044123.8,0.125,0.45,0.0,0.3695,0.0,0.0,0.0
1750044124.09,0.083,0.294,0.0,0.3695,0.0,0.0,0.0
1750044124.49,0.077,0.396,0.0,0.3695,0.0,0.0,0.0
1750044125.06,0.115,0.57,0.0,0.3695,0.0,0.0,0.0
1750044125.39,0.069,0.331,0.0,0.3695,0.0,0.0,0.0
1750044125.93,0.09,0.539,0.0,0.3695,0.0,0.0,0.0
1750044126.18,0.053,0.25,0.0,0.3695,0.0,0.0,0.0
1750044126.42,0.123,0.242,0.0,0.3695,0.0,0.0,0.0
1750044126.66,0.083,0.241,0.0,0.3695,0.0,0.0,0.0
1750044126.92,0.113,0.258,0.0,0.3695,0.0,0.0,0.0
1750044127.15,0.052,0.229,0.0,0.3695,0.0,0.0,0.0
1750044127.66,0.111,0.511,0.0,0.3695,0.0,0.0,0.0
