timestamp,key_hold_time,inter_key_delay,is_backspace,mouse_speed,click_event,session_time_of_day_x,session_time_of_day_y
0.6160588623050843,0.1699557147378043,0.23410558985021196,0.0,109.44376125776364,0,0.4167,0.3333
1.7745142440512378,0.14886596246292935,0.1264575597814472,0.0,159.30213788246616,0,0.4167,0.3333
2.6501032270177816,0.1820470969233286,0.1823877049161505,0.0,84.69419552418154,0,0.4167,0.3333
3.762885808573123,0.1627682514591048,0.10585239555644271,0.0,15.26136535513966,0,0.4167,0.3333
4.94237636109354,0.12913591390822335,0.1375772580677565,0.0,94.25971522525158,0,0.4167,0.3333
6.1248394903161305,0.20283237761216832,0.13176549151498845,0.0,92.52626139470131,0,0.4167,0.3333
7.5798494863037345,0.1419055567501095,0.17678623214089903,0.0,128.38475672234594,0,0.4167,0.3333
8.717072425695443,0.185578092589946,0.12027516009580047,0.0,95.33649801493374,0,0.4167,0.3333
9.73001603344195,0.16040782997141892,0.14883377975251477,0.0,123.5871955540965,0,0.4167,0.3333
10.316192362289097,0.143757685990227,0.14551690061290573,0.0,123.7094446086545,0,0.4167,0.3333
11.20366081582044,0.14348469083812845,0.19159263667009846,0.0,83.71840258269808,0,0.4167,0.3333
11.994104468887317,0.12840716457818818,0.16506069487747654,0.0,96.42595784245103,0,0.4167,0.3333
12.629505538700595,0.19856256299445366,0.14967968866921924,0.0,86.5428225693654,0,0.4167,0.3333
13.139611123429596,0.19229858123022595,0.18450912773099032,0.0,134.7073209803915,0,0.4167,0.3333
14.052443004798945,0.21211092112842322,0.17027367446630665,0.0,28.217845371882262,0,0.4167,0.3333
15.045033904065676,0.14492944631538662,0.11975836715533013,0.0,67.33370026187242,0,0.4167,0.3333
15.566431480083034,0.17318771099324498,0.0812724825494056,0.0,46.538825917325006,0,0.4167,0.3333
16.62594154961804,0.12770701001676152,0.17549239967849817,0.0,91.6209278231548,0,0.4167,0.3333
17.20355823670504,0.20686563307431888,0.14225577651883917,0.0,119.87831157361488,0,0.4167,0.3333
18.11122459625305,0.2145149895718757,0.22878767601994085,0.0,79.66204944237388,0,0.4167,0.3333
18.92532956348413,0.14959361628781456,0.20405453720042077,0.0,96.36647068919332,0,0.4167,0.3333
20.195880386850586,0.12019057228454487,0.1286849918830707,0.0,130.51028551073043,0,0.4167,0.3333
21.296900166568467,0.2104695838090886,0.127357207324769,0.0,149.92576768846513,0,0.4167,0.3333
22.214258336209017,0.151914810435516,0.23059187756132565,0.0,50.639418090412306,0,0.4167,0.3333
23.04934179813477,0.12295196207261738,0.14602104310900899,0.0,88.2889423190269,0,0.4167,0.3333
23.574386238750698,0.1386816474331103,0.14023748559913915,0.0,64.60365926193452,0,0.4167,0.3333
24.16390961066643,0.16507375845371575,0.0762256418552637,0.0,141.3984275844389,0,0.4167,0.3333
25.517993966396073,0.15058251758208735,0.11354201149603452,0.0,145.10202640865487,0,0.4167,0.3333
26.50910519492974,0.1219797622378636,0.22063380127664756,0.0,107.97585430632236,0,0.4167,0.3333
27.258709682297887,0.20826542274373194,0.23630742768710852,0.0,102.70738252472316,0,0.4167,0.3333
28.519982610132843,0.13493661287556566,0.20317229894679087,0.0,75.06197779130109,0,0.4167,0.3333
29.560215588829585,0.1989893205316952,0.12885119052589641,0.0,129.158619743518,0,0.4167,0.3333
30.445831010688213,0.21859923858961844,0.17778564736248698,0.0,81.39313371359599,0,0.4167,0.3333
31.5899050993158,0.1956894223584262,0.1232588795742674,0.0,50.54864051242886,0,0.4167,0.3333
32.26157391341999,0.18070189065378164,0.25,0.0,135.75160708279518,0,0.4167,0.3333
33.47075955193341,0.2098094894651063,0.20375369413081149,0.0,113.66972095020078,0,0.4167,0.3333
34.01097569490487,0.12706647993856066,0.1418517894030352,0.0,74.03267086849107,0,0.4167,0.3333
35.1109009501568,0.21469093563663644,0.1790703815200822,0.0,112.54500318362689,0,0.4167,0.3333
35.81424713541332,0.20734182344387958,0.15941196288345136,0.0,125.81793600238316,0,0.4167,0.3333
36.56318690303221,0.1512771740440525,0.1745636096731165,0.0,110.7924756492617,0,0.4167,0.3333
37.46229577277108,0.12447011590641294,0.15848550782770288,0.0,101.77852242536537,0,0.4167,0.3333
38.67615610896294,0.14016018907511416,0.09618425768804918,0.0,78.6338404007709,0,0.4167,0.3333
39.96859819691886,0.18397438607616162,0.20253793851840096,0.0,67.66640943422026,0,0.4167,0.3333
41.363469847308544,0.17743683206079683,0.07601119955407269,0.0,117.79393081665471,0,0.4167,0.3333
42.084019400237345,0.19063514798966724,0.12163689310035172,0.0,93.01921097667802,0,0.4167,0.3333
42.59699276973482,0.1941964883460139,0.15394622385313408,0.0,106.72687986485755,0,0.4167,0.3333
43.85781360024036,0.2100694568849878,0.21978874862663056,0.0,92.09637850204282,0,0.4167,0.3333
44.540475761485276,0.18867661418611426,0.17381877046063127,0.0,124.3242040554301,0,0.4167,0.3333
45.83403053293718,0.16352690787627927,0.1109721700598007,0.0,94.08916328240835,0,0.4167,0.3333
47.28478306571595,0.16969626675426455,0.11668652633988733,0.0,95.530019368651,0,0.4167,0.3333
47.7886668711001,0.12911368695055103,0.18079406922609267,0.0,68.49978994620912,0,0.4167,0.3333
49.18694963481434,0.15546435366449646,0.19218130915991294,0.0,67.18159866486509,0,0.4167,0.3333
