timestamp,key_hold_time,inter_key_delay,is_backspace,session_time_of_day_x,mouse_speed,click_event,session_time_of_day_y
1749912899.8,0.059,0.282,0.0,0.8507,0.0,0.0,0.0
1749912899.89,0.058,0.096,0.0,0.8507,0.0,0.0,0.0
1749912900.45,0.056,0.56,0.0,0.8507,0.0,0.0,0.0
1749912900.62,0.063,0.164,0.0,0.8507,0.0,0.0,0.0
1749912900.74,0.028,0.119,0.0,0.8507,0.0,0.0,0.0
1749912900.99,0.067,0.25,0.0,0.8507,0.0,0.0,0.0
1749912901.13,0.056,0.145,0.0,0.8507,0.0,0.0,0.0
1749912901.56,0.057,0.424,0.0,0.8507,0.0,0.0,0.0
1749912901.95,0.066,0.395,0.0,0.8507,0.0,0.0,0.0
1749912902.11,0.07,0.159,0.0,0.8507,0.0,0.0,0.0
1749912902.32,0.059,0.21,0.0,0.8507,0.0,0.0,0.0
1749912902.51,0.062,0.19,0.0,0.8507,0.0,0.0,0.0
1749912902.8,0.07,0.293,0.0,0.8507,0.0,0.0,0.0
1749912903.03,0.059,0.23,0.0,0.8507,0.0,0.0,0.0
1749912903.2,0.062,0.163,0.0,0.8507,0.0,0.0,0.0
1749912903.34,0.058,0.143,0.0,0.8507,0.0,0.0,0.0
1749912903.51,0.064,0.174,0.0,0.8507,0.0,0.0,0.0
1749912903.69,0.055,0.176,0.0,0.8507,0.0,0.0,0.0
1749912903.88,0.059,0.196,0.0,0.8507,0.0,0.0,0.0
1749912904.05,0.066,0.169,0.0,0.8507,0.0,0.0,0.0
1749912904.21,0.069,0.157,0.0,0.8507,0.0,0.0,0.0
1749912904.39,0.06,0.179,0.0,0.8507,0.0,0.0,0.0
1749912904.65,0.059,0.266,0.0,0.8507,0.0,0.0,0.0
1749912904.82,0.057,0.169,0.0,0.8507,0.0,0.0,0.0
1749912905.56,0.062,0.738,0.0,0.8508,0.0,0.0,0.0
1749912905.84,0.052,0.274,0.0,0.8508,0.0,0.0,0.0
1749912906.0,0.035,0.169,0.0,0.8508,0.0,0.0,0.0
1749912906.38,0.052,0.371,0.0,0.8508,0.0,0.0,0.0
